2025-01-28 13:18:00.083042 | 1003 | Small Coca-Cola® Float | 2.94
2025-01-28 15:06:36.368761 | 5621 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:06:38.121548 | 5622 | Small Coca-Cola® Float | 3.29
2025-01-28 15:06:38.121548 | 5622 | Small Fanta® Orange Float | 3.29
2025-01-28 15:06:38.121548 | 5622 | Small Dr Pepper® Float | 3.29
2025-01-28 15:06:38.121548 | 5622 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 15:06:38.121548 | 5622 | Small BARQ’S® Root Beer Float | 3.29
2025-01-28 15:06:39.832795 | 5623 | Small Coca-Cola® Float | 4.29
2025-01-28 15:06:39.832795 | 5623 | Small Fanta® Orange Float | 4.29
2025-01-28 15:06:39.832795 | 5623 | Small Dr Pepper® Float | 4.29
2025-01-28 15:06:39.832795 | 5623 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:06:39.832795 | 5623 | Small BARQ’S® Root Beer Float | 4.29
2025-01-28 15:06:41.258867 | 5624 | Small Coca-Cola® Float | No price
2025-01-28 15:06:41.258867 | 5624 | Small Fanta® Orange Float | No price
2025-01-28 15:06:41.258867 | 5624 | Small Dr Pepper® Float | No price
2025-01-28 15:06:41.258867 | 5624 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:06:41.258867 | 5624 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:06:42.948519 | 5625 | Small Coca-Cola® Float | 3.79
2025-01-28 15:06:42.948519 | 5625 | Small Fanta® Orange Float | 3.79
2025-01-28 15:06:42.948519 | 5625 | Small Dr Pepper® Float | 3.79
2025-01-28 15:06:42.948519 | 5625 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 15:06:42.948519 | 5625 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 15:06:44.488688 | 5626 | Small Coca-Cola® Float | 4.09
2025-01-28 15:06:44.488688 | 5626 | Small Fanta® Orange Float | 4.09
2025-01-28 15:06:44.488688 | 5626 | Small Dr Pepper® Float | 4.09
2025-01-28 15:06:44.488688 | 5626 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:06:44.488688 | 5626 | Small BARQ’S® Root Beer Float | 4.09
2025-01-28 15:06:45.868678 | 5627 | Small Coca-Cola® Float | No price
2025-01-28 15:06:45.868678 | 5627 | Small Fanta® Orange Float | No price
2025-01-28 15:06:45.868678 | 5627 | Small Dr Pepper® Float | No price
2025-01-28 15:06:45.868678 | 5627 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:06:45.868678 | 5627 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:06:47.542329 | 5628 | Small Coca-Cola® Float | 4.59
2025-01-28 15:06:47.542329 | 5628 | Small Fanta® Orange Float | 4.59
2025-01-28 15:06:47.542329 | 5628 | Small Dr Pepper® Float | 4.59
2025-01-28 15:06:47.542329 | 5628 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:06:47.542329 | 5628 | Small BARQ’S® Root Beer Float | 4.59
2025-01-28 15:06:48.874803 | 5629 | Small Coca-Cola® Float | No price
2025-01-28 15:06:48.874803 | 5629 | Small Fanta® Orange Float | No price
2025-01-28 15:06:48.874803 | 5629 | Small Dr Pepper® Float | No price
2025-01-28 15:06:48.874803 | 5629 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:06:48.874803 | 5629 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:06:50.769231 | 5630 | Small Coca-Cola® Float | 4.49
2025-01-28 15:06:50.769231 | 5630 | Small Fanta® Orange Float | 4.49
2025-01-28 15:06:50.769231 | 5630 | Small Dr Pepper® Float | 4.49
2025-01-28 15:06:50.769231 | 5630 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:06:50.769231 | 5630 | Small BARQ’S® Root Beer Float | 4.49
2025-01-28 15:06:52.521301 | 5631 | Small Coca-Cola® Float | 3.69
2025-01-28 15:06:52.521301 | 5631 | Small Fanta® Orange Float | 3.69
2025-01-28 15:06:52.521301 | 5631 | Small Dr Pepper® Float | 3.69
2025-01-28 15:06:52.521301 | 5631 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 15:06:52.521301 | 5631 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 15:06:53.932907 | 5632 | Small Coca-Cola® Float | No price
2025-01-28 15:06:53.932907 | 5632 | Small Fanta® Orange Float | No price
2025-01-28 15:06:53.932907 | 5632 | Small Dr Pepper® Float | No price
2025-01-28 15:06:53.932907 | 5632 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:06:53.932907 | 5632 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:06:55.798788 | 5633 | Small Coca-Cola® Float | 5.09
2025-01-28 15:06:55.798788 | 5633 | Small Fanta® Orange Float | 5.09
2025-01-28 15:06:55.798788 | 5633 | Small Dr Pepper® Float | 5.09
2025-01-28 15:06:55.798788 | 5633 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:06:55.798788 | 5633 | Small BARQ’S® Root Beer Float | 5.09
2025-01-28 15:06:57.464213 | 5634 | Small Coca-Cola® Float | 3.69
2025-01-28 15:06:57.464213 | 5634 | Small Fanta® Orange Float | 3.69
2025-01-28 15:06:57.464213 | 5634 | Small Dr Pepper® Float | 3.69
2025-01-28 15:06:57.464213 | 5634 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 15:06:57.464213 | 5634 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 15:06:58.838453 | 5635 | Small Coca-Cola® Float | 4.19
2025-01-28 15:06:58.838453 | 5635 | Small Fanta® Orange Float | 4.19
2025-01-28 15:06:58.838453 | 5635 | Small Dr Pepper® Float | 4.19
2025-01-28 15:06:58.838453 | 5635 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 15:06:58.838453 | 5635 | Small BARQ’S® Root Beer Float | 4.19
2025-01-28 15:07:00.617008 | 5636 | Small Coca-Cola® Float | 4.29
2025-01-28 15:07:00.617008 | 5636 | Small Fanta® Orange Float | 4.29
2025-01-28 15:07:00.617008 | 5636 | Small Dr Pepper® Float | 4.29
2025-01-28 15:07:00.617008 | 5636 | Jr. Deluxe Cheeseburger | 4.69
2025-01-28 15:07:00.617008 | 5636 | Small BARQ’S® Root Beer Float | 4.29
2025-01-28 15:07:02.252942 | 5637 | Small Coca-Cola® Float | No price
2025-01-28 15:07:02.252942 | 5637 | Small Fanta® Orange Float | No price
2025-01-28 15:07:02.252942 | 5637 | Small Dr Pepper® Float | No price
2025-01-28 15:07:02.252942 | 5637 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:02.252942 | 5637 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:03.668308 | 5638 | Small Coca-Cola® Float | 3.98
2025-01-28 15:07:03.668308 | 5638 | Small Fanta® Orange Float | 3.98
2025-01-28 15:07:03.668308 | 5638 | Small Dr Pepper® Float | 3.98
2025-01-28 15:07:03.668308 | 5638 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:07:03.668308 | 5638 | Small BARQ’S® Root Beer Float | 3.98
2025-01-28 15:07:05.382315 | 5639 | Small Coca-Cola® Float | 2.99
2025-01-28 15:07:05.382315 | 5639 | Small Fanta® Orange Float | 2.99
2025-01-28 15:07:05.382315 | 5639 | Small Dr Pepper® Float | 2.99
2025-01-28 15:07:05.382315 | 5639 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:07:05.382315 | 5639 | Small BARQ’S® Root Beer Float | 2.99
2025-01-28 15:07:06.924235 | 5640 | Small Coca-Cola® Float | No price
2025-01-28 15:07:06.924235 | 5640 | Small Fanta® Orange Float | No price
2025-01-28 15:07:06.924235 | 5640 | Small Dr Pepper® Float | No price
2025-01-28 15:07:06.924235 | 5640 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:06.924235 | 5640 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:08.212334 | 5641 | Small Coca-Cola® Float | No price
2025-01-28 15:07:08.212334 | 5641 | Small Fanta® Orange Float | No price
2025-01-28 15:07:08.212334 | 5641 | Small Dr Pepper® Float | No price
2025-01-28 15:07:08.212334 | 5641 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:08.212334 | 5641 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:09.838741 | 5642 | Small Coca-Cola® Float | 3.39
2025-01-28 15:07:09.838741 | 5642 | Small Fanta® Orange Float | 3.39
2025-01-28 15:07:09.838741 | 5642 | Small Dr Pepper® Float | 3.39
2025-01-28 15:07:09.838741 | 5642 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 15:07:09.838741 | 5642 | Small BARQ’S® Root Beer Float | 3.39
2025-01-28 15:07:11.548434 | 5643 | Small Coca-Cola® Float | 4.19
2025-01-28 15:07:11.548434 | 5643 | Small Fanta® Orange Float | 4.19
2025-01-28 15:07:11.548434 | 5643 | Small Dr Pepper® Float | 4.19
2025-01-28 15:07:11.548434 | 5643 | Jr. Deluxe Cheeseburger | 3.29
2025-01-28 15:07:11.548434 | 5643 | Small BARQ’S® Root Beer Float | 4.19
2025-01-28 15:07:13.028841 | 5644 | Small Coca-Cola® Float | 4.14
2025-01-28 15:07:13.028841 | 5644 | Small Fanta® Orange Float | 4.14
2025-01-28 15:07:13.028841 | 5644 | Small Dr Pepper® Float | 4.14
2025-01-28 15:07:13.028841 | 5644 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:07:13.028841 | 5644 | Small BARQ’S® Root Beer Float | 4.14
2025-01-28 15:07:14.715077 | 5645 | Small Coca-Cola® Float | 4.19
2025-01-28 15:07:14.715077 | 5645 | Small Fanta® Orange Float | 4.19
2025-01-28 15:07:14.715077 | 5645 | Small Dr Pepper® Float | 4.19
2025-01-28 15:07:14.715077 | 5645 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:07:14.715077 | 5645 | Small BARQ’S® Root Beer Float | 4.19
2025-01-28 15:07:16.375230 | 5646 | Small Coca-Cola® Float | No price
2025-01-28 15:07:16.375230 | 5646 | Small Fanta® Orange Float | No price
2025-01-28 15:07:16.375230 | 5646 | Small Dr Pepper® Float | No price
2025-01-28 15:07:16.375230 | 5646 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:16.375230 | 5646 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:17.715023 | 5647 | Small Coca-Cola® Float | No price
2025-01-28 15:07:17.715023 | 5647 | Small Fanta® Orange Float | No price
2025-01-28 15:07:17.715023 | 5647 | Small Dr Pepper® Float | No price
2025-01-28 15:07:17.715023 | 5647 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:17.715023 | 5647 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:19.568456 | 5648 | Small Coca-Cola® Float | 4.59
2025-01-28 15:07:19.568456 | 5648 | Small Fanta® Orange Float | 4.59
2025-01-28 15:07:19.568456 | 5648 | Small Dr Pepper® Float | 4.59
2025-01-28 15:07:19.568456 | 5648 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 15:07:19.568456 | 5648 | Small BARQ’S® Root Beer Float | 4.59
2025-01-28 15:07:21.201650 | 5649 | Small Coca-Cola® Float | 4.09
2025-01-28 15:07:21.201650 | 5649 | Small Fanta® Orange Float | 4.09
2025-01-28 15:07:21.201650 | 5649 | Small Dr Pepper® Float | 4.09
2025-01-28 15:07:21.201650 | 5649 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:21.201650 | 5649 | Small BARQ’S® Root Beer Float | 4.09
2025-01-28 15:07:22.728392 | 5650 | Small Coca-Cola® Float | 3.59
2025-01-28 15:07:22.728392 | 5650 | Small Fanta® Orange Float | 3.59
2025-01-28 15:07:22.728392 | 5650 | Small Dr Pepper® Float | 3.59
2025-01-28 15:07:22.728392 | 5650 | Jr. Deluxe Cheeseburger | 2.19
2025-01-28 15:07:22.728392 | 5650 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 15:07:24.554687 | 5652 | Small Coca-Cola® Float | 4.69
2025-01-28 15:07:24.554687 | 5652 | Small Fanta® Orange Float | 4.69
2025-01-28 15:07:24.554687 | 5652 | Small Dr Pepper® Float | 4.69
2025-01-28 15:07:24.554687 | 5652 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:24.554687 | 5652 | Small BARQ’S® Root Beer Float | 4.69
2025-01-28 15:07:26.158302 | 5653 | Small Coca-Cola® Float | No price
2025-01-28 15:07:26.158302 | 5653 | Small Fanta® Orange Float | No price
2025-01-28 15:07:26.158302 | 5653 | Small Dr Pepper® Float | No price
2025-01-28 15:07:26.158302 | 5653 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:26.158302 | 5653 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:27.662286 | 5654 | Small Coca-Cola® Float | 3.99
2025-01-28 15:07:27.662286 | 5654 | Small Fanta® Orange Float | 3.99
2025-01-28 15:07:27.662286 | 5654 | Small Dr Pepper® Float | 3.99
2025-01-28 15:07:27.662286 | 5654 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:07:27.662286 | 5654 | Small BARQ’S® Root Beer Float | 3.99
2025-01-28 15:07:29.458396 | 5655 | Small Coca-Cola® Float | No price
2025-01-28 15:07:29.458396 | 5655 | Small Fanta® Orange Float | No price
2025-01-28 15:07:29.458396 | 5655 | Small Dr Pepper® Float | No price
2025-01-28 15:07:29.458396 | 5655 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:29.458396 | 5655 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:30.923627 | 5656 | Small Coca-Cola® Float | 3.79
2025-01-28 15:07:30.923627 | 5656 | Small Fanta® Orange Float | 3.79
2025-01-28 15:07:30.923627 | 5656 | Small Dr Pepper® Float | 3.79
2025-01-28 15:07:30.923627 | 5656 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 15:07:30.923627 | 5656 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 15:07:32.571046 | 5657 | Small Coca-Cola® Float | No price
2025-01-28 15:07:32.571046 | 5657 | Small Fanta® Orange Float | No price
2025-01-28 15:07:32.571046 | 5657 | Small Dr Pepper® Float | No price
2025-01-28 15:07:32.571046 | 5657 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:32.571046 | 5657 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:34.178375 | 5658 | Small Coca-Cola® Float | No price
2025-01-28 15:07:34.178375 | 5658 | Small Fanta® Orange Float | No price
2025-01-28 15:07:34.178375 | 5658 | Small Dr Pepper® Float | No price
2025-01-28 15:07:34.178375 | 5658 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:34.178375 | 5658 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:35.528653 | 5659 | Small Coca-Cola® Float | No price
2025-01-28 15:07:35.528653 | 5659 | Small Fanta® Orange Float | No price
2025-01-28 15:07:35.528653 | 5659 | Small Dr Pepper® Float | No price
2025-01-28 15:07:35.528653 | 5659 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:35.528653 | 5659 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:37.173195 | 5660 | Small Coca-Cola® Float | No price
2025-01-28 15:07:37.173195 | 5660 | Small Fanta® Orange Float | No price
2025-01-28 15:07:37.173195 | 5660 | Small Dr Pepper® Float | No price
2025-01-28 15:07:37.173195 | 5660 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:37.173195 | 5660 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:38.781478 | 5661 | Small Coca-Cola® Float | No price
2025-01-28 15:07:38.781478 | 5661 | Small Fanta® Orange Float | No price
2025-01-28 15:07:38.781478 | 5661 | Small Dr Pepper® Float | No price
2025-01-28 15:07:38.781478 | 5661 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:38.781478 | 5661 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:40.531741 | 5662 | Small Coca-Cola® Float | 4.49
2025-01-28 15:07:40.531741 | 5662 | Small Fanta® Orange Float | 4.49
2025-01-28 15:07:40.531741 | 5662 | Small Dr Pepper® Float | 4.49
2025-01-28 15:07:40.531741 | 5662 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 15:07:40.531741 | 5662 | Small BARQ’S® Root Beer Float | 4.49
2025-01-28 15:07:42.209552 | 5663 | Small Coca-Cola® Float | 3.49
2025-01-28 15:07:42.209552 | 5663 | Small Fanta® Orange Float | 3.49
2025-01-28 15:07:42.209552 | 5663 | Small Dr Pepper® Float | 3.49
2025-01-28 15:07:42.209552 | 5663 | Jr. Deluxe Cheeseburger | 3.49
2025-01-28 15:07:42.209552 | 5663 | Small BARQ’S® Root Beer Float | 3.49
2025-01-28 15:07:43.695919 | 5664 | Small Coca-Cola® Float | No price
2025-01-28 15:07:43.695919 | 5664 | Small Fanta® Orange Float | No price
2025-01-28 15:07:43.695919 | 5664 | Small Dr Pepper® Float | No price
2025-01-28 15:07:43.695919 | 5664 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:43.695919 | 5664 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:45.484972 | 5665 | Small Coca-Cola® Float | No price
2025-01-28 15:07:45.484972 | 5665 | Small Fanta® Orange Float | No price
2025-01-28 15:07:45.484972 | 5665 | Small Dr Pepper® Float | No price
2025-01-28 15:07:45.484972 | 5665 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:45.484972 | 5665 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:47.013128 | 5666 | Small Coca-Cola® Float | 2.99
2025-01-28 15:07:47.013128 | 5666 | Small Fanta® Orange Float | 2.99
2025-01-28 15:07:47.013128 | 5666 | Small Dr Pepper® Float | 2.99
2025-01-28 15:07:47.013128 | 5666 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:07:47.013128 | 5666 | Small BARQ’S® Root Beer Float | 2.99
2025-01-28 15:07:48.778664 | 5667 | Small Coca-Cola® Float | No price
2025-01-28 15:07:48.778664 | 5667 | Small Fanta® Orange Float | No price
2025-01-28 15:07:48.778664 | 5667 | Small Dr Pepper® Float | No price
2025-01-28 15:07:48.778664 | 5667 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:48.778664 | 5667 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:50.243706 | 5668 | Small Coca-Cola® Float | No price
2025-01-28 15:07:50.243706 | 5668 | Small Fanta® Orange Float | No price
2025-01-28 15:07:50.243706 | 5668 | Small Dr Pepper® Float | No price
2025-01-28 15:07:50.243706 | 5668 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:50.243706 | 5668 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:51.948320 | 5669 | Small Coca-Cola® Float | No price
2025-01-28 15:07:51.948320 | 5669 | Small Fanta® Orange Float | No price
2025-01-28 15:07:51.948320 | 5669 | Small Dr Pepper® Float | No price
2025-01-28 15:07:51.948320 | 5669 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:51.948320 | 5669 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:53.776196 | 5670 | Small Coca-Cola® Float | No price
2025-01-28 15:07:53.776196 | 5670 | Small Fanta® Orange Float | No price
2025-01-28 15:07:53.776196 | 5670 | Small Dr Pepper® Float | No price
2025-01-28 15:07:53.776196 | 5670 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:53.776196 | 5670 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:55.553162 | 5671 | Small Coca-Cola® Float | No price
2025-01-28 15:07:55.553162 | 5671 | Small Fanta® Orange Float | No price
2025-01-28 15:07:55.553162 | 5671 | Small Dr Pepper® Float | No price
2025-01-28 15:07:55.553162 | 5671 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:55.553162 | 5671 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:57.329120 | 5672 | Small Coca-Cola® Float | No price
2025-01-28 15:07:57.329120 | 5672 | Small Fanta® Orange Float | No price
2025-01-28 15:07:57.329120 | 5672 | Small Dr Pepper® Float | No price
2025-01-28 15:07:57.329120 | 5672 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:57.329120 | 5672 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:07:59.088604 | 5673 | Small Coca-Cola® Float | No price
2025-01-28 15:07:59.088604 | 5673 | Small Fanta® Orange Float | No price
2025-01-28 15:07:59.088604 | 5673 | Small Dr Pepper® Float | No price
2025-01-28 15:07:59.088604 | 5673 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:07:59.088604 | 5673 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:00.569604 | 5674 | Small Coca-Cola® Float | No price
2025-01-28 15:08:00.569604 | 5674 | Small Fanta® Orange Float | No price
2025-01-28 15:08:00.569604 | 5674 | Small Dr Pepper® Float | No price
2025-01-28 15:08:00.569604 | 5674 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:08:00.569604 | 5674 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:02.353199 | 5676 | Small Coca-Cola® Float | 4.49
2025-01-28 15:08:02.353199 | 5676 | Small Fanta® Orange Float | 4.49
2025-01-28 15:08:02.353199 | 5676 | Small Dr Pepper® Float | 4.49
2025-01-28 15:08:02.353199 | 5676 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:08:02.353199 | 5676 | Small BARQ’S® Root Beer Float | 4.49
2025-01-28 15:08:04.148391 | 5677 | Small Coca-Cola® Float | No price
2025-01-28 15:08:04.148391 | 5677 | Small Fanta® Orange Float | No price
2025-01-28 15:08:04.148391 | 5677 | Small Dr Pepper® Float | No price
2025-01-28 15:08:04.148391 | 5677 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:08:04.148391 | 5677 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:05.708124 | 5678 | Small Coca-Cola® Float | No price
2025-01-28 15:08:05.708124 | 5678 | Small Fanta® Orange Float | No price
2025-01-28 15:08:05.708124 | 5678 | Small Dr Pepper® Float | No price
2025-01-28 15:08:05.708124 | 5678 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:08:05.708124 | 5678 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:07.678551 | 5679 | Small Coca-Cola® Float | 3.89
2025-01-28 15:08:07.678551 | 5679 | Small Fanta® Orange Float | 3.89
2025-01-28 15:08:07.678551 | 5679 | Small Dr Pepper® Float | 3.89
2025-01-28 15:08:07.678551 | 5679 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:08:07.678551 | 5679 | Small BARQ’S® Root Beer Float | 3.89
2025-01-28 15:08:09.404382 | 5680 | Small Coca-Cola® Float | 2.94
2025-01-28 15:08:09.404382 | 5680 | Small Fanta® Orange Float | 2.94
2025-01-28 15:08:09.404382 | 5680 | Small Dr Pepper® Float | 2.94
2025-01-28 15:08:09.404382 | 5680 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:08:09.404382 | 5680 | Small BARQ’S® Root Beer Float | 2.94
2025-01-28 15:08:10.753034 | 5681 | Small Coca-Cola® Float | 3.98
2025-01-28 15:08:10.753034 | 5681 | Small Fanta® Orange Float | 3.98
2025-01-28 15:08:10.753034 | 5681 | Small Dr Pepper® Float | 3.98
2025-01-28 15:08:10.753034 | 5681 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:08:10.753034 | 5681 | Small BARQ’S® Root Beer Float | 3.98
2025-01-28 15:08:12.588490 | 5682 | Small Coca-Cola® Float | 3.39
2025-01-28 15:08:12.588490 | 5682 | Small Fanta® Orange Float | 3.39
2025-01-28 15:08:12.588490 | 5682 | Small Dr Pepper® Float | 3.39
2025-01-28 15:08:12.588490 | 5682 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 15:08:12.588490 | 5682 | Small BARQ’S® Root Beer Float | 3.39
2025-01-28 15:08:14.288100 | 5683 | Small Coca-Cola® Float | No price
2025-01-28 15:08:14.288100 | 5683 | Small Fanta® Orange Float | No price
2025-01-28 15:08:14.288100 | 5683 | Small Dr Pepper® Float | No price
2025-01-28 15:08:14.288100 | 5683 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:08:14.288100 | 5683 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:15.978188 | 5684 | Small Coca-Cola® Float | No price
2025-01-28 15:08:15.978188 | 5684 | Small Fanta® Orange Float | No price
2025-01-28 15:08:15.978188 | 5684 | Small Dr Pepper® Float | No price
2025-01-28 15:08:15.978188 | 5684 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:08:15.978188 | 5684 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:18.020175 | 5685 | Small Coca-Cola® Float | 3.98
2025-01-28 15:08:18.020175 | 5685 | Small Fanta® Orange Float | 3.98
2025-01-28 15:08:18.020175 | 5685 | Small Dr Pepper® Float | 3.98
2025-01-28 15:08:18.020175 | 5685 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 15:08:18.020175 | 5685 | Small BARQ’S® Root Beer Float | 3.98
2025-01-28 15:08:19.768492 | 5686 | Small Coca-Cola® Float | No price
2025-01-28 15:08:19.768492 | 5686 | Small Fanta® Orange Float | No price
2025-01-28 15:08:19.768492 | 5686 | Small Dr Pepper® Float | No price
2025-01-28 15:08:19.768492 | 5686 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:08:19.768492 | 5686 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:21.382705 | 5687 | Small Coca-Cola® Float | No price
2025-01-28 15:08:21.382705 | 5687 | Small Fanta® Orange Float | No price
2025-01-28 15:08:21.382705 | 5687 | Small Dr Pepper® Float | No price
2025-01-28 15:08:21.382705 | 5687 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:08:21.382705 | 5687 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:23.288144 | 5688 | Small Coca-Cola® Float | 3.69
2025-01-28 15:08:23.288144 | 5688 | Small Fanta® Orange Float | 3.69
2025-01-28 15:08:23.288144 | 5688 | Small Dr Pepper® Float | 3.69
2025-01-28 15:08:23.288144 | 5688 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 15:08:23.288144 | 5688 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 15:08:24.883819 | 5689 | Small Coca-Cola® Float | No price
2025-01-28 15:08:24.883819 | 5689 | Small Fanta® Orange Float | No price
2025-01-28 15:08:24.883819 | 5689 | Small Dr Pepper® Float | No price
2025-01-28 15:08:24.883819 | 5689 | Jr. Deluxe Cheeseburger | No price
2025-01-28 15:08:24.883819 | 5689 | Small BARQ’S® Root Beer Float | No price
2025-01-28 15:08:26.228354 | 5690 | Small Coca-Cola® Float | 3.59
2025-01-28 15:08:26.228354 | 5690 | Small Fanta® Orange Float | 3.59
2025-01-28 15:08:26.228354 | 5690 | Small Dr Pepper® Float | 3.59
2025-01-28 15:08:26.228354 | 5690 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 15:08:26.228354 | 5690 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 15:08:27.944622 | 5691 | Small Coca-Cola® Float | 3.79
2025-01-28 15:08:27.944622 | 5691 | Small Fanta® Orange Float | 3.79
2025-01-28 15:08:27.944622 | 5691 | Small Dr Pepper® Float | 3.79
2025-01-28 15:08:27.944622 | 5691 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 15:08:27.944622 | 5691 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 15:08:29.540669 | 5692 | Small Coca-Cola® Float | No price
2025-01-28 15:08:29.540669 | 5692 | Small Fanta® Orange Float | No price
